KO	Description
K06717	ART4, DO, CD297; ADP-ribosyltransferase 4 [EC:2.4.2.31]
K06718	ectA; L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]
K06719	CD300; CD300 antigen
K06720	ectC; L-ectoine synthase [EC:4.2.1.108]
K06721	CLEC10A, CLECSF13, CLECSF14, CD301; C-type lectin domain family 10 member A
K06722	CD302; CD302 antigen
K06723	CLEC4C, CLECSF11, CLECSF7, CD303; C-type lectin domain family 4 member C
K06724	NRP1, CD304; neuropilin 1
K06725	LAIR, CD305_6; leukocyte-associated Ig-like receptor
K06726	rbsD; D-ribose pyranase [EC:5.4.99.62]
K06727	FCRL, IRTA, CD307; Fc receptor-like protein
K06728	KLRK1, CD314; killer cell lectin-like receptor subfamily K member 1
K06729	PTGFRN, CD315; prostaglandin F2 receptor negative regulator
K06730	IGSF8, CD316; immunoglobulin superfamily, member 8
K06731	BST2, CD317; bone marrow stromal cell antigen 2
K06732	CDCP1, CD318; CUB domain-containing protein 1
K06733	SLAMF7, CD319; SLAM family member 7
K06734	CD320; CD320 antigen
K06735	JAM2, CD322; junctional adhesion molecule 2
K06736	CDH2, CDHN, CD325; cadherin 2, type 1, N-cadherin
K06737	EPCAM, TACSTD1, CD326; epithelial cell adhesion molecule
K06738	SIGLEC6, CD327; sialic acid binding Ig-like lectin 6
K06739	SIGLEC7, CD328; sialic acid binding Ig-like lectin 7
K06740	SIGLEC9, CD329; sialic acid binding Ig-like lectin 9
K06741	NCR1, CD335; natural cytotoxicity triggering receptor 1
K06742	NCR2, CD336; natural cytotoxicity triggering receptor 2
K06743	NCR3, CD337; natural cytotoxicity triggering receptor 3
K06744	PDCD1, PD1, CD279; programmed cell death protein 1
K06745	PDL1, CD274; programmed cell death 1 ligand 1
K06746	B7H3, CD276; immune costimulatory protein B7-H3
K06747	B7H4, VTCN1; immune costimulatory protein B7-H4
K06748	SIGLEC8; sialic acid binding Ig-like lectin 8
K06749	SIGLEC10; sialic acid binding Ig-like lectin 10
K06750	SIGLEC11; sialic acid binding Ig-like lectin 11
K06751	MHC1; MHC class I antigen
K06752	MHC2; MHC class II antigen
K06753	ROBO1; roundabout, axon guidance receptor 1
K06754	ROBO2; roundabout, axon guidance receptor 2
K06755	ROBO3; roundabout, axon guidance receptor 3
K06756	NRCAM; neuronal cell adhesion molecule
K06757	NFASC; neurofascin
K06758	CHL1; L1 cell adhesion molecule like protein
K06759	CNTN1; contactin 1
K06760	CNTN2; contactin 2
K06761	CNTN3; contactin 3
K06762	CNTN4; contactin 4
K06763	CNTN5; contactin 5
K06764	CNTN6; contactin 6
K06765	DCC; deleted in colorectal carcinoma
K06766	NEO1; neogenin
K06767	DSCAM; Down syndrome cell adhesion molecule
K06768	DSCAML1; Down syndrome cell adhesion molecule-like protein 1
K06769	ICAM5, TLCN; intercellular adhesion molecule 5
K06770	MPZ; myelin protein zero
K06771	MAG, GMA, SIGLEC4; myelin associated glycoprotein
K06772	LSAMP, LAMP; limbic system-associated membrane protein
K06773	OPCML, OBCAM; opioid binding protein/cell adhesion molecule-like
K06774	HNT; neurotrimin
K06775	NEGR1; neuronal growth regulator 1
K06776	PTPRK; receptor-type tyrosine-protein phosphatase kappa [EC:3.1.3.48]
K06777	PTPRD; receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48]
K06778	PTPRS; receptor-type tyrosine-protein phosphatase S [EC:3.1.3.48]
K06779	MADCAM1; mucosal vascular addressin cell adhesion molecule 1
K06780	CADM3, IGSF4B, NECL1, TSLL1; cell adhesion molecule 3
K06781	CADM1, IGSF4, NECL2, TSLC1; cell adhesion molecule 1
K06782	CADM2, IGSF4D, NECL3; cell adhesion molecule 2
K06783	CADM4, IGSF4C, TSLL2; cell adhesion molecule 4
K06784	ROBO4; roundabout, axon guidance receptor 4
K06785	JAM3; junctional adhesion molecule 3
K06786	JAM4, JCAM; junctional adhesion molecule 4
K06787	ESAM; endothelial cell adhesion molecule
K06788	CXADR, CAR; coxsackievirus and adenovirus receptor
K06789	ASAM, CLMP; adipocyte-specific adhesion molecule
K06790	GPA33; cell surface A33 antigen
K06791	IGSF11; immunoglobulin superfamily, member 11
K06792	AGC1, CSPG1; aggrecan 1
K06793	VCAN, CSPG2; versican core protein
K06794	NCAN, CSPG3; neurocan core protein
K06795	BCAN; brevican
K06796	CDH3; cadherin 3, type 1, P-cadherin
K06797	CDH4; cadherin 4, type 1, R-cadherin
K06798	CDH6; cadherin 6, type 2, K-cadherin
K06799	CDH7; cadherin 7, type 2
K06800	CDH8; cadherin 8, type 2
K06801	CDH9; cadherin 9, type 2, T1-cadherin
K06802	CDH10; cadherin 10, type 2, T2-cadherin
K06803	CDH11; cadherin 11, type 2, OB-cadherin
K06804	CDH12; cadherin 12, type 2, N-cadherin 2
K06805	CDH18; cadherin 18, type 2
K06806	CDH19; cadherin 19, type 2
K06807	CDH20; cadherin 20, type 2
K06808	CDH13; cadherin 13, H-cadherin
K06809	CDH15, CDH3, CDH14; cadherin 15, M-cadherin
K06810	CDH16; cadherin 16, KSP-cadherin
K06811	CDH17; cadherin 17, LI cadherin
K06812	CDH22; cadherin 22
K06813	CDH23, USH1D; cadherin 23
K06814	CDH24; cadherin-like 24
K06815	GLYCAM1; glycosylation dependent cell adhesion molecule 1
K06816	GLG1, ESL1; golgi apparatus protein 1
K06817	PODXL; podocalyxin-like
K06818	PODXL2; podocalyxin-like 2
K06819	NRP2; neuropilin 2
K06820	PLXNA; plexin A
K06821	PLXNB; plexin B
K06822	PLXND; plexin D
K06823	COL18A; collagen type XVIII alpha
K06824	NPNT; nephronectin
K06825	FBN1; fibrillin 1
K06826	NID; nidogen (entactin)
K06827	CTGF, CCN2, IGFBP8; connective tissue growth factor (insulin-like growth factor-binding protein 8)
K06828	MDK; midkine
K06829	CYR61, CCN1, IGFBP10; insulin-like growth factor-binding protein 10
K06830	LGALS1; galectin-1
K06831	LGALS3; galectin-3
K06832	LGALS8; galectin-8
K06833	ADAM2; disintegrin and metalloproteinase domain-containing protein 2 [EC:3.4.24.-]
K06834	ADAM9; disintegrin and metalloproteinase domain-containing protein 9 [EC:3.4.24.-]
K06835	ADAM12; disintegrin and metalloproteinase domain-containing protein 12 [EC:3.4.24.-]
K06836	ADAM15; disintegrin and metalloproteinase domain-containing protein 15 [EC:3.4.24.-]
K06837	ADAM23; disintegrin and metalloproteinase domain-containing protein 23 [EC:3.4.24.-]
K06838	SLIT1; slit 1
K06839	SLIT2; slit 2
K06840	SEMA3; semaphorin 3
K06841	SEMA5; semaphorin 5
K06842	SEMA6; semaphorin 6
K06843	NTN1; netrin 1
K06844	NTN3; netrin 3
K06845	NTN4; netrin 4
K06846	LY6D_E_F_G6_H; lymphocyte antigen 6 complex locus protein D/E/F/G6/H
K06847	RGMB; RGM domain family member B
K06848	HAPLN1, CRTL1; hyaluronan and proteoglycan link protein 1
K06849	PGSG; proteoglycan peptide core protein
K06850	SLIT3; slit 3
K06851	HAPLN2; hyaluronan and proteoglycan link protein 2
K06852	HAPLN3; hyaluronan and proteoglycan link protein 3
K06853	HAPLN4; hyaluronan and proteoglycan link protein 4
K06854	THPO; thrombopoietin
K06855	MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]
K06856	IGH; immunoglobulin heavy chain
K06857	tupC, vupC; tungstate transport system ATP-binding protein [EC:7.3.2.6]
K06858	btuF; vitamin B12 transport system substrate-binding protein
K06859	pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]
K06860	K06860; putative heme uptake system protein
K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]
K06862	ehbQ; energy-converting hydrogenase B subunit Q
K06863	purP; 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23]
K06864	larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase [EC:4.4.1.37]
K06865	K06865; ATPase
K06866	grcA; autonomous glycyl radical cofactor
K06867	K06867; uncharacterized protein
K06868	sepcysS; Sep-tRNA:Cys-tRNA synthetase [EC:2.5.1.73]
K06869	K06869; uncharacterized protein
K06870	K06870; uncharacterized protein
K06871	K06871; uncharacterized protein
K06872	K06872; uncharacterized protein
K06873	K06873; uncharacterized protein
K06874	K06874; zinc finger protein
K06875	PDCD5, TFAR19; programmed cell death protein 5
K06876	K06876; deoxyribodipyrimidine photolyase-related protein
K06877	K06877; DEAD/DEAH box helicase domain-containing protein
K06878	K06878; tRNA-binding protein
K06879	queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
K06880	ereA_B; erythromycin esterase [EC:3.1.1.-]
K06881	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]
K06882	K06882; uncharacterized protein
K06883	K06883; uncharacterized protein
K06884	K06884; uncharacterized protein
K06885	K06885; uncharacterized protein
K06886	glbN; hemoglobin
K06887	K06887; uncharacterized protein
K06888	K06888; uncharacterized protein
K06889	K06889; uncharacterized protein
K06890	K06890; uncharacterized protein
K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS
K06892	F6H; feruloyl-CoA 6-hydroxylase [EC:1.14.11.61]
K06893	K06893; uncharacterized protein
K06894	yfhM; alpha-2-macroglobulin
K06895	lysE, argO; L-lysine exporter family protein LysE/ArgO
K06896	mapP; maltose 6'-phosphate phosphatase [EC:3.1.3.90]
K06897	K06897; 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]
K06898	larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]
K06899	ndpA; nucleoid-associated protein
K06900	K06900; uncharacterized protein
K06901	pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease
K06902	UMF1; MFS transporter, UMF1 family
K06903	K06903; uncharacterized protein
K06904	K06904; uncharacterized protein
K06905	K06905; uncharacterized protein
K06906	K06906; uncharacterized protein
K06907	K06907; uncharacterized protein
K06908	K06908; uncharacterized protein
K06909	xtmB; phage terminase large subunit
K06910	PEBP, TFS1; phosphatidylethanolamine-binding protein
K06911	PIR; quercetin 2,3-dioxygenase [EC:1.13.11.24]
K06912	tfdA; alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase [EC:1.14.11.-]
K06913	K06913; uncharacterized protein
K06914	mfnD; tyramine---L-glutamate ligase [EC:6.3.4.24]
K06915	K06915; uncharacterized protein
K06916	zapE; cell division protein ZapE
K06917	selU, mnmH; tRNA 2-selenouridine synthase [EC:2.9.1.3]
K06918	K06918; uncharacterized protein
K06919	K06919; putative DNA primase/helicase
K06920	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
K06921	K06921; uncharacterized protein
K06922	K06922; uncharacterized protein
K06923	K06923; uncharacterized protein
K06924	K06924; uncharacterized protein
K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
K06926	K06926; uncharacterized protein
K06927	DPH6; diphthine-ammonia ligase [EC:6.3.1.14]
K06928	NTPCR; nucleoside-triphosphatase [EC:3.6.1.15]
K06929	K06929; uncharacterized protein
K06930	bat; HTH-type transcriptional regulator, bacterioopsin transcriptional activator and related proteins
K06931	K06931; uncharacterized protein
K06932	tiaS; tRNA(Ile2)-agmatinylcytidine synthase [EC:6.3.4.22]
K06933	K06933; uncharacterized protein
K06934	K06934; uncharacterized protein
K06935	K06935; uncharacterized protein
K06936	raSEA; archaeosine synthase beta-subunit [EC:2.6.1.-]
K06937	K06937; 7,8-dihydro-6-hydroxymethylpterin dimethyltransferase [EC:2.1.1.-]
K06938	K06938; uncharacterized protein
K06939	K06939; uncharacterized protein
K06940	K06940; uncharacterized protein
K06941	rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]
K06942	ychF; ribosome-binding ATPase
K06943	NOG1; nucleolar GTP-binding protein
K06944	K06944; uncharacterized protein
K06945	K06945; uncharacterized protein
K06946	K06946; uncharacterized protein
K06947	GRC3, NOL9; polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
K06948	yqeH; 30S ribosome assembly GTPase
K06949	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
K06950	K06950; uncharacterized protein
K06951	K06951; uncharacterized protein
K06952	K06952; uncharacterized protein
K06953	K06953; uncharacterized protein
K06954	K06954; uncharacterized protein
K06956	K06956; uncharacterized protein
K06957	tmcA; tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]
K06958	rapZ; RNase adapter protein RapZ
K06959	tex; protein Tex
K06960	K06960; uncharacterized protein
K06961	KRR1; ribosomal RNA assembly protein
K06962	K06962; uncharacterized protein
K06963	TAN1, THUMPD1; tRNA acetyltransferase TAN1
K06964	K06964; uncharacterized protein
K06965	PELO, DOM34, pelA; protein pelota
K06966	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]
K06967	trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]
K06968	rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]
K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
K06970	rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]
K06971	K06971; uncharacterized protein
K06972	PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]
K06973	K06973; uncharacterized protein
K06974	amzA, AMZ2, AMZ1; archaemetzincin [EC:3.4.-.-]
K06975	K06975; uncharacterized protein
K06976	K06976; uncharacterized protein
K06977	K06977; uncharacterized protein
K06978	K06978; uncharacterized protein
K06979	mph; macrolide phosphotransferase
K06980	ygfZ; tRNA-modifying protein YgfZ
K06981	ipk; isopentenyl phosphate kinase [EC:2.7.4.26]
K06982	pok; pantoate kinase [EC:2.7.1.169]
K06983	K06983; uncharacterized protein
K06984	K06984; beta-ribofuranosylaminobenzene 5'-phosphate synthase [EC:2.4.2.54]
K06985	K06985; aspartyl protease family protein
K06986	K06986; uncharacterized protein
K06987	K06987; uncharacterized protein
K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
K06989	nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]
K06990	MEMO1; MEMO1 family protein
K06991	K06991; uncharacterized protein
K06992	K06992; uncharacterized protein
K06993	K06993; ribonuclease H-related protein
K06994	K06994; putative drug exporter of the RND superfamily
K06995	K06995; uncharacterized protein
K06996	K06996; uncharacterized protein
K06997	yggS, PROSC; PLP dependent protein
K06998	phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
K06999	K06999; phospholipase/carboxylesterase
K07000	K07000; uncharacterized protein
K07001	K07001; NTE family protein
K07002	K07002; uncharacterized protein
K07003	K07003; uncharacterized protein
K07004	K07004; uncharacterized protein
K07005	K07005; uncharacterized protein
K07006	K07006; uncharacterized protein
K07007	baiN; 3-dehydro-bile acid Delta4,6-reductase [EC:1.3.1.114]
K07008	egtC; gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118]
K07009	gatD; lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]
K07010	K07010; putative glutamine amidotransferase
K07012	cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]
K07013	K07013; uncharacterized protein
K07014	K07014; uncharacterized protein
K07015	K07015; uncharacterized protein
K07016	csm1, cas10; CRISPR-associated protein Csm1
K07017	K07017; uncharacterized protein
K07018	K07018; uncharacterized protein
K07019	K07019; uncharacterized protein
K07020	K07020; uncharacterized protein
K07022	K07022; uncharacterized protein
K07023	K07023; putative hydrolases of HD superfamily
K07024	SPP; sucrose-6-phosphatase [EC:3.1.3.24]
K07025	K07025; putative hydrolase of the HAD superfamily
K07026	E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]
K07027	K07027; glycosyltransferase 2 family protein
K07028	K07028; uncharacterized protein
K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]
K07030	K07030; uncharacterized protein
K07031	hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]
K07032	K07032; uncharacterized protein
K07033	K07033; uncharacterized protein
K07034	K07034; uncharacterized protein
K07035	K07035; uncharacterized protein
K07037	pgpH; cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]
K07038	K07038; inner membrane protein
K07039	K07039; uncharacterized protein
K07040	K07040; uncharacterized protein
K07041	K07041; uncharacterized protein
K07042	ybeY, yqfG; probable rRNA maturation factor
K07043	upp; UTP pyrophosphatase [EC:3.6.1.-]
K07044	K07044; uncharacterized protein
K07045	K07045; uncharacterized protein
K07046	K07046; L-fuconolactonase [EC:3.1.1.-]
K07047	nfdA; N-substituted formamide deformylase [EC:3.5.1.91]
K07048	PTER, php; phosphotriesterase-related protein
K07049	K07049; TatD-related deoxyribonuclease
K07050	AARSD1, ALAX; misacylated tRNA(Ala) deacylase [EC:3.1.1.-]
K07051	K07051; uncharacterized protein
K07052	K07052; uncharacterized protein
K07053	E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]
K07054	K07054; uncharacterized protein
K07055	TRM12, TYW2; tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]
K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
K07057	bpsA; N4-bis(aminopropyl)spermidine synthase [EC:2.5.1.128]
K07058	K07058; membrane protein
K07059	K07059; uncharacterized protein
K07060	nob1; endoribonuclease Nob1 [EC:3.1.-.-]
K07061	cmr1; CRISPR-associated protein Cmr1
K07062	fitB; toxin FitB [EC:3.1.-.-]
K07063	K07063; uncharacterized protein
K07064	K07064; uncharacterized protein
K07065	K07065; uncharacterized protein
K07066	K07066; uncharacterized protein
K07067	disA; diadenylate cyclase [EC:2.7.7.85]
K07068	K07068; uncharacterized protein
K07069	K07069; uncharacterized protein
K07070	K07070; uncharacterized protein
K07071	K07071; uncharacterized protein
K07072	mfnF; (4-(4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl)furan-2-yl)methanamine synthase [EC:2.5.1.131]
K07073	K07073; uncharacterized protein
K07074	K07074; uncharacterized protein
K07075	K07075; uncharacterized protein
K07076	K07076; uncharacterized protein
K07077	K07077; uncharacterized protein
K07078	K07078; uncharacterized protein
K07079	K07079; uncharacterized protein
K07080	K07080; uncharacterized protein
K07081	K07081; putative periplasmic solute-binding protein
K07082	K07082; UPF0755 protein
K07083	K07083; putative periplasmic solute-binding protein
K07084	yuiF; putative amino acid transporter
K07085	K07085; putative transport protein
K07086	K07086; uncharacterized protein
K07087	K07087; uncharacterized protein
K07089	K07089; uncharacterized protein
K07090	K07090; uncharacterized protein
K07091	lptF; lipopolysaccharide export system permease protein
K07092	K07092; uncharacterized protein
K07093	K07093; uncharacterized protein
K07094	pcrB; putative glycerol-1-phosphate prenyltransferase [EC:2.5.1.-]
K07095	K07095; uncharacterized protein
K07096	K07096; uncharacterized protein
K07097	K07097; uncharacterized protein
K07098	K07098; uncharacterized protein
K07099	K07099; uncharacterized protein
K07100	K07100; putative phosphoribosyl transferase
K07101	K07101; uncharacterized protein
K07102	amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]
K07103	K07103; uncharacterized protein
K07104	catE; catechol 2,3-dioxygenase [EC:1.13.11.2]
K07105	K07105; uncharacterized protein
K07106	murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]
K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
